"Order Number ","Reason"," Cancelled By ","Note"," Subtotal Price"," Shipping Cost"," Total Price ","Cancelled Date","Order Date",""
"Lvs23887","INVENTORY","Nermin ","ملغي نواقص مش هتستني لما تتوفر","300","70","370","2024-09-19 14:25:44","2024-09-18 22:06:08",""
"Lvs23879","CUSTOMER_REQUEST","Yara","طلب العميلة","624","80","704","2024-09-19 11:43:28","2024-09-18 22:06:08",""
"Lvs23876","INVENTORY","Nermin ","ملغي  نواقص مش عايزة بدايل","380","50","430","2024-09-19 08:34:53","2024-09-18 22:06:08",""
"Lvs23868","BROUGHT_FROM_STORE","Nermin ","مللغي نواقص هتشتري من الفروع","144","70","214","2024-09-19 08:11:33","2024-09-18 22:06:08",""
"Lvs23804","BROUGHT_FROM_STORE","Nermin ","ملغي استبدلته من الفرع","960","50","1010","2024-09-19 06:50:07","2024-09-18 10:06:09",""
"Lvs23726","OTHER","Agamy","0","210","0","210","2024-09-18 15:20:35","2024-09-17 14:35:28",""
"Lvs23790","INVENTORY","Nermin ","ملغي هتعملب اوردر جديد","620","50","670","2024-09-18 14:46:44","2024-09-18 10:06:08",""
"Lvs23790","INVENTORY","Nermin ","ملغي هتعملب اوردر جديد","620","50","670","2024-09-18 14:46:43","2024-09-18 10:06:08",""
"Lvs23774","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","450","70","520","2024-09-18 14:33:36","2024-09-17 23:25:35",""
"Lvs23823","BROUGHT_FROM_STORE","Nermin ","ملغي نواقص هتشتري من الفرع","700","40","740","2024-09-18 14:23:16","2024-09-18 13:55:38",""
"Lvs23731","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","620","40","660","2024-09-18 14:08:24","2024-09-17 18:54:23",""
"Lvs23792","INVENTORY","Nermin ","ملغي نواقص هتعمل اوردر جديد لما يتوفروا","275","50","325","2024-09-18 14:04:49","2024-09-18 10:06:08",""
"Lvs23833","INVENTORY","Nermin ","ملبغي نواقص كانت عايزة نفس اللون","228","50","278","2024-09-18 12:53:34","2024-09-18 13:55:38",""
"Lvs23831","INVENTORY","Nermin ","ملغي نواقص لعدم وجود القطعة","650","170","820","2024-09-18 12:25:51","2024-09-18 13:55:38",""
"Lvs23581","BROUGHT_FROM_STORE","Nermin ","ملغي نواقص هتشتري من الفرع","1090","50","1140","2024-09-18 09:58:56","2024-09-16 10:17:45",""
"Lvs23654","INVENTORY","Nermin ","ملغي  نواقصهتشتري من الفرع","880","50","930","2024-09-18 09:25:05","2024-09-16 22:46:07",""
"Lvs23783","INVENTORY","Nermin ","ملغي نواقص لما يتوفروا هتعمل اوردر","200","50","250","2024-09-18 08:52:43","2024-09-18 10:06:08",""
"Lvs23676","CUSTOMER_REQUEST","Nermin ","ملغي هتعمل اوردر تاني","675","75","750","2024-09-18 06:53:26","2024-09-17 10:08:32",""
"Lvs23539","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","360","50","410","2024-09-17 13:32:04","2024-09-17 13:57:19",""
"Lvs23709","CUSTOMER_REQUEST","Nermin ","ملغي نواقص مش عايزة بدايل","288","50","338","2024-09-17 13:09:11","2024-09-17 11:24:29",""
"Lvs23688","INVENTORY","Nermin ","ملغي نواقص عملت اوردر تاني","1372","80","1452","2024-09-17 11:39:56","2024-09-17 10:08:35",""
"Lvs23693","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","425","50","475","2024-09-17 11:19:58","2024-09-17 10:08:35",""
"Lvs23550","INVENTORY","Nermin ","ملغي هتعمل اوردر لما تتوفر","300","75","375","2024-09-17 09:46:51","2024-09-16 02:48:05",""
"Lvs23515","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","992","70","1062","2024-09-17 09:42:56","2024-09-16 02:48:03",""
"Lvs23671","BROUGHT_FROM_STORE","Nermin ","ملغي نواقص هتستري من الفرع","1316","50","1366","2024-09-17 09:22:44","2024-09-17 10:08:32",""
"Lvs23496","CUSTOMER_REQUEST","Nermin ","ملغي نواقص لعدم وجود رد","456","40","496","2024-09-17 07:55:25","2024-09-16 02:47:57",""
"Lvs23687","CUSTOMER_REQUEST","Nermin ","ملغي هتعمل اوردر جديد","540","40","580","2024-09-17 07:19:54","2024-09-17 10:08:35",""
"Lvs23530","OTHER","Nermin ","ملغي نواقص لعدم وجود رد","195","50","245","2024-09-16 12:16:53","2024-09-16 02:48:03",""
"Lvs23575","INVENTORY","Nermin ","ملغي نواقص هتستني لما يتوفر مرة تانية","200","50","250","2024-09-16 10:57:57","2024-09-16 10:17:45",""
"Lvs23486","CUSTOMER_REQUEST","Noor","رغبة العميلة","404","40","444","2024-09-16 09:19:39","2024-09-15 15:56:25",""
"Lvs23504","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","632","50","682","2024-09-16 08:59:07","2024-09-16 02:48:03",""
"Lvs23527","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","480","80","560","2024-09-16 07:56:47","2024-09-16 02:48:03",""
"Lvs23529","ORDER_CONFIRMED_BY_MISTAKE","Fatma","ملغي برغبه  العميله","1814","50","1864","2024-09-16 07:44:14","2024-09-16 02:48:03",""
"Lvs23390","INVENTORY","Nermin ","ملغي برغبتها","228","50","278","2024-09-15 14:45:48","2024-09-14 21:29:50",""
"Lvs23374","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","420","50","470","2024-09-15 14:36:28","2024-09-14 21:29:50",""
"Lvs23389","CUSTOMER_REQUEST","Nermin ","ملغي هتعمب اوردر تاني","160","70","230","2024-09-15 12:14:14","2024-09-14 21:29:50",""
"Lvs23424","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","275","50","325","2024-09-15 09:52:41","2024-09-15 10:08:13",""
"Lvs23412","CUSTOMER_REQUEST","Nermin ","ملغي نواقص مش عايزة بدايل","632","50","682","2024-09-15 09:45:49","2024-09-15 10:06:45",""
"Lvs23411","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","632","50","682","2024-09-15 09:43:25","2024-09-15 10:06:45",""
"Lvs23372","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","380","50","430","2024-09-15 09:27:14","2024-09-14 21:29:50",""
"Lvs23352","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","600","70","670","2024-09-15 09:13:12","2024-09-14 17:05:53",""
"Lvs23369","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","380","50","430","2024-09-15 08:57:15","2024-09-14 18:01:34",""
"Lvs23309","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","520","50","570","2024-09-15 08:17:37","2024-09-14 10:05:03",""
"Lvs23370","CUSTOMER_REQUEST","Yara","طلب العميله","280","40","320","2024-09-15 07:59:50","2024-09-14 18:01:34",""
"Lvs23370","CUSTOMER_REQUEST","Yara","طلب العميله","280","40","320","2024-09-15 07:59:35","2024-09-14 18:01:34",""
"Lvs23141","OTHER","Nermin ","ملغي نواقص لعدم وجود رد","1031","80","1111","2024-09-15 07:21:27","2024-09-13 17:19:59",""
"Lvs23194","CUSTOMER_REQUEST","Nermin ","ملغي برغبتها","1262","50","1312","2024-09-14 15:06:17","2024-09-13 17:20:05",""
"Lvs23107","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","1896","50","1946","2024-09-14 14:58:29","2024-09-13 17:19:59",""
"Lvs23361","CUSTOMER_REQUEST","Nermin ","ملغي نواقص كانت هتلغيه اصلا لانه مش مناسب معاها","632","50","682","2024-09-14 14:44:15","2024-09-14 17:05:53",""
"Lvs23181","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","860","50","910","2024-09-14 13:46:59","2024-09-13 17:20:05",""
"Lvs23187","INVENTORY","Nermin ","ملغي نواقص بطلب منها","817","50","867","2024-09-14 13:35:48","2024-09-13 17:20:05",""
"-","OTHER","Agamy","0","","0","","2024-09-14 13:05:39","",""
"Lvs23142","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","400","50","450","2024-09-14 12:51:14","2024-09-13 17:19:59",""
"Lvs23093","CUSTOMER_REQUEST","Nermin ","ملغي نواقص مش عايزة بدايل","300","85","385","2024-09-14 12:38:42","2024-09-13 17:19:54",""
"Lvs23238","CUSTOMER_REQUEST","Nermin ","ملغي نواقص مش عايزة بدايل","760","50","810","2024-09-14 12:37:11","2024-09-13 20:35:43",""
"Lvs23241","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","540","50","590","2024-09-14 12:06:22","2024-09-13 20:35:43",""
"Lvs23232","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","288","50","338","2024-09-14 12:01:01","2024-09-13 20:35:43",""
"Lvs23315","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","380","50","430","2024-09-14 11:51:24","2024-09-14 11:40:45",""
"Lvs23147","INVENTORY","Nermin ","ملغي نواقص مش عايزة الوان تانية","632","50","682","2024-09-14 11:36:41","2024-09-13 17:19:59",""
"Lvs23114","CUSTOMER_REQUEST","Yara","هتعمل اوردر تاني","505","75","580","2024-09-14 11:25:45","2024-09-13 17:19:59",""
"Lvs23129","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","632","50","682","2024-09-14 11:22:02","2024-09-13 17:19:59",""
"Lvs23168","INVENTORY","Nermin ","ملغي نواقص هتشتري من الفرع","632","50","682","2024-09-14 10:53:33","2024-09-13 17:20:05",""
"Lvs23206","CUSTOMER_REQUEST","Nermin ","ملغي نواقص مش عايزة بدايل","250","80","330","2024-09-14 09:55:50","2024-09-13 17:20:08",""
"Lvs23087","CUSTOMER_REQUEST","Nermin ","ملغي نواقص مش عايزة بدايل","240","50","290","2024-09-14 09:30:33","2024-09-12 18:06:03",""
"Lvs23170","CUSTOMER_REQUEST","Yara","هتعمل اوردر تاني","908","50","958","2024-09-14 09:09:45","2024-09-13 17:20:05",""
"Lvs23245","CUSTOMER_REQUEST","Samar","العميله طلب الالغاء","192","50","242","2024-09-14 08:35:34","2024-09-14 10:03:42",""
"Lvs23078","CUSTOMER_REQUEST","Samar","العميله طلب الالغاء","1566","75","1641","2024-09-14 08:33:02","2024-09-12 17:34:19",""
"Lvs23214","CUSTOMER_REQUEST","Samar","العميله طلب الالغاء","1125","50","1175","2024-09-14 08:13:59","2024-09-13 17:20:08",""
"Lvs23079","CUSTOMER_REQUEST","Yara","مكرر","120","50","170","2024-09-12 14:29:18","2024-09-12 16:53:06",""
"Lvs23071","CUSTOMER_REQUEST","Nermin ","ملغي مش  عايزة بدايل","144","50","194","2024-09-12 13:56:48","2024-09-12 16:17:12",""
"Lvs23019","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","548","50","598","2024-09-12 12:40:55","2024-09-12 10:07:08",""
"Lvs22893","CUSTOMER_REQUEST","Nermin ","ملغي نواقص لعدم وجود رد","1440","50","1490","2024-09-12 10:58:53","2024-09-11 10:12:28",""
"Lvs22997","CUSTOMER_REQUEST","Noor","رغبة العميلة","232","50","282","2024-09-12 10:50:11","2024-09-12 10:07:08",""
"Lvs23047","REPEATED_ORDER","Nermin ","ملغي مكرر","460","50","510","2024-09-12 10:01:46","2024-09-12 11:49:15",""
"Lvs22962","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من فرع","380","50","430","2024-09-12 09:18:44","2024-09-11 17:05:39",""
"Lvs22973","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","380","50","430","2024-09-12 09:10:58","2024-09-12 10:07:00",""
"Lvs23045","CUSTOMER_REQUEST","Nermin ","ملغي","600","0","600","2024-09-12 08:53:53","2024-09-12 11:33:44",""
"Lvs22894","OTHER","Nermin ","ملغي نواقص لعدم وجود اي رد من العميلة","990","80","1070","2024-09-12 08:48:30","2024-09-11 10:12:28",""
"Lvs22916","CUSTOMER_REQUEST","Nermin ","ملغي نوزاقص برغبة العميلة","175","50","225","2024-09-12 07:12:58","2024-09-11 13:20:05",""
"Lvs22938","OTHER","Fatma","ملغي  مكرر سمع علي السيستم  في وقت مختلف","690","50","740","2024-09-11 12:41:01","2024-09-11 14:58:10",""
"Lvs22927","INVENTORY","Nermin ","ملغي  نواقص برغبة العميلة","380","70","450","2024-09-11 12:37:18","2024-09-11 14:58:10",""
"Lvs22891","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","460","50","510","2024-09-11 12:33:27","2024-09-11 10:12:28",""
"Lvs22922","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","120","50","170","2024-09-11 11:15:06","2024-09-11 13:20:05",""
"Lvs22866","CUSTOMER_REQUEST","Yara","مكرر","960","85","1045","2024-09-11 09:17:33","2024-09-11 10:12:25",""
"Lvs22828","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي نواقص مش عايزة بدايل","1070","70","1140","2024-09-11 08:17:05","2024-09-10 12:05:30",""
"Lvs22738","CUSTOMER_REQUEST","Nermin ","ملغي نواقص لعدم وجود رد","120","50","170","2024-09-11 08:15:31","2024-09-09 14:17:21",""
"Lvs22841","OTHER","Fatma","ملغي","195","80","275","2024-09-10 14:50:50","2024-09-10 14:17:54",""
"Lvs22852","OTHER","Fatma","ملغي  مش حابه بديل","580","80","660","2024-09-10 14:49:07","2024-09-10 17:05:23",""
"Lvs22789","OTHER","Agamy","ملغي","240","80","320","2024-09-10 14:12:28","2024-09-10 10:12:11",""
"Lvs22808","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","380","80","460","2024-09-10 13:33:35","2024-09-10 10:12:11",""
"Lvs22791","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","200","50","250","2024-09-10 12:22:06","2024-09-10 10:12:11",""
"Lvs22832","INVENTORY","Nermin ","ملغي نواقص مش عايزة اي بدايل","230","50","280","2024-09-10 11:39:11","2024-09-10 13:54:26",""
"Lvs22781","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","960","50","1010","2024-09-10 08:28:14","2024-09-10 10:12:11",""
"Lvs22708","OTHER","Fatma","ملغي  مش حابه بديل","500","50","550","2024-09-10 08:15:28","2024-09-09 10:12:13",""
"Lvs22518","CUSTOMER_REQUEST","Fatma","ملغي  مش حابه بديل","210","50","260","2024-09-09 13:59:09","2024-09-07 13:53:52",""
"Lvs22633","CUSTOMER_REQUEST","Fatma","ملغي  مش حابه بديل","400","50","450","2024-09-09 11:01:07","2024-09-08 16:26:47",""
"Lvs22669","INVENTORY","Nermin ","ملغي نواقص القطعة غير متاحة وهتشوف من الفرع","350","50","400","2024-09-09 09:56:22","2024-09-09 00:18:59",""
"Lvs22654","CUSTOMER_REQUEST","Nermin ","ملغي نواقص هتشتري من الفرع","300","50","350","2024-09-09 09:52:07","2024-09-09 00:18:59",""
"Lvs22623","CUSTOMER_REQUEST","Yara","طلب العميلة  هتطلب واحد تاني","1325","80","1405","2024-09-08 14:42:47","2024-09-08 15:17:35",""
"Lvs22428","CUSTOMER_REQUEST","Fatma","ملغي  مش حابه بديل","780","50","830","2024-09-08 14:19:19","2024-09-07 10:25:29",""
"Lvs22624","BROUGHT_FROM_STORE","Nermin ","ملغي نواقص هتشتري من الفرع","288","50","338","2024-09-08 14:04:15","2024-09-08 15:17:35",""
"Lvs22469","CUSTOMER_REQUEST","Fatma","ملغي  مش حابه بديل","920","70","990","2024-09-08 13:51:50","2024-09-07 10:25:33",""
"Lvs22370","CUSTOMER_REQUEST","Nermin ","ملغي برغبتها","300","50","350","2024-09-08 12:47:39","2024-09-08 15:22:08",""
"Lvs22562","CUSTOMER_REQUEST","Nermin ","ملغي نواقص برغبة العميلة","1920","50","1970","2024-09-08 12:36:55","2024-09-08 10:13:49",""
"Lvs22609","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","1054","80","1134","2024-09-08 12:16:11","2024-09-08 12:03:45",""
"Lvs22236","CUSTOMER_REQUEST","Fatma","ملغي  مش عايزة بدايل","1150","50","1200","2024-09-08 11:57:15","2024-09-05 10:10:14",""
"Lvs22410","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2340","50","2390","2024-09-08 09:42:25","2024-09-08 10:32:26",""
"Lvs22556","CUSTOMER_REQUEST","Yara","طلب العميلة  هتطلب واحد تاني","960","50","1010","2024-09-08 09:13:56","2024-09-08 10:13:49",""
"Lvs22430","CUSTOMER_REQUEST","Nermin ","ملغي نواقص عايزة نفس الالوان الي طلبتها","960","50","1010","2024-09-07 14:39:42","2024-09-07 10:25:29",""
"Lvs22465","CUSTOMER_REQUEST","Nermin ","ملغي نواقص مش عايزة بدايل","288","50","338","2024-09-07 14:37:00","2024-09-07 10:25:33",""
"Lvs22545","INVENTORY","Nermin ","ملغي نواقص المقاس مش مناسب معاها","460","50","510","2024-09-07 14:15:52","2024-09-07 16:09:27",""
"Lvs22481","CUSTOMER_REQUEST","Yara","طلب العميلة","880","70","950","2024-09-07 13:35:33","2024-09-07 10:25:33",""
"Lvs22427","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي نواقص مش عايزة بدايل","1070","80","1150","2024-09-07 12:04:50","2024-09-07 10:25:29",""
"Lvs22407","INVENTORY","Nermin ","ملغي نواقص مش عيزة بدايل وهتشتري من الفرع","650","80","730","2024-09-07 11:57:36","2024-09-07 10:25:29",""
"Lvs22399","CUSTOMER_REQUEST","Nermin ","ملغي نواقص هتشتري من الفرع","300","50","350","2024-09-07 11:50:07","2024-09-07 10:25:23",""
"Lvs22402","CUSTOMER_REQUEST","Noor","هتشترى من الفرع","765","50","815","2024-09-07 11:40:17","2024-09-07 10:25:29",""
"Lvs22458","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","790","70","860","2024-09-07 09:28:29","2024-09-07 10:25:33",""
"Lvs22335","CUSTOMER_REQUEST","Nermin ","ملغي نواقص ومش عايزاة بدايل","380","40","420","2024-09-07 09:19:19","2024-09-05 18:04:17",""
"Lvs22412","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","1580","85","1665","2024-09-07 07:57:40","2024-09-07 10:25:29",""
"Lvs22377","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","380","50","430","2024-09-07 07:52:23","2024-09-07 10:25:23",""
"Lvs22385","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","880","50","930","2024-09-07 07:43:01","2024-09-07 10:25:23",""
"Lvs22453","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","1680","50","1730","2024-09-07 07:34:55","2024-09-07 10:25:33",""
"Lvs22330","CUSTOMER_REQUEST","Fatma","ملغي","250","80","330","2024-09-05 15:06:17","2024-09-05 18:04:17",""
