"Order Number ","Reason"," Cancelled By ","Note ","Cancelled Date","Order Date",""
"Lvs15588","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 11:46:57","2024-07-20T21:45:37+03:00",""
"Lvs16016","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-24 11:34:24","2024-07-24T00:20:33+03:00",""
"Lvs15801","BROUGHT_FROM_STORE","Nermin ","ملغي","2024-07-24 11:32:56","2024-07-22T14:20:37+03:00",""
"Lvs15375","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-24 11:06:54","2024-07-19T13:42:36+03:00",""
"Lvs15573","BROUGHT_FROM_STORE","Nermin ","ملغي","2024-07-24 10:56:01","2024-07-20T20:09:10+03:00",""
"Lvs15787","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 10:33:04","2024-07-22T12:33:50+03:00",""
"Lvs15519","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 09:57:11","2024-07-20T15:37:22+03:00",""
"Lvs15875","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 09:40:13","2024-07-23T01:31:54+03:00",""
"Lvs15964","REPEATED_ORDER","Randa","طلب العميلة بالالغاء","2024-07-24 09:31:39","2024-07-23T17:47:22+03:00",""
"Lvs15341","INVENTORY","Nermin ","ملغي","2024-07-24 09:26:37","2024-07-19T03:00:53+03:00",""
"Lvs15340","INVENTORY","Nermin ","ملغي","2024-07-24 09:24:47","2024-07-19T02:55:25+03:00",""
"Lvs15798","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-24 09:13:42","2024-07-22T13:42:59+03:00",""
"Lvs15193","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 09:09:30","2024-07-18T04:00:39+03:00",""
"Lvs15180","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 09:03:37","2024-07-18T01:31:38+03:00",""
"Lvs15751","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-24 08:17:51","2024-07-22T01:13:31+03:00",""
"Lvs15144","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-24 08:16:40","2024-07-17T20:45:46+03:00",""
"Lvs13203","OTHER","Agamy","sheet","2024-07-23 15:29:14","2024-07-06T22:08:14+03:00",""
"Lvs13203","OTHER","Agamy","sheet","2024-07-23 15:29:09","2024-07-06T22:08:14+03:00",""
"Lvs15503","OTHER","Agamy","sheet","2024-07-23 15:28:21","2024-07-20T13:57:19+03:00",""
"Lvs14716","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-23 14:15:06","2024-07-15T14:50:20+03:00",""
"Lvs15708","INVENTORY","Nermin ","ملغي","2024-07-23 14:07:29","2024-07-21T20:37:44+03:00",""
"Lvs15835","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-23 14:06:02","2024-07-22T19:04:47+03:00",""
"Lvs15794","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-23 14:05:05","2024-07-22T13:26:20+03:00",""
"Lvs15855","INVENTORY","Yara","طلب العميلة","2024-07-23 14:01:05","2024-07-22T23:02:53+03:00",""
"Lvs15783","INVENTORY","Yara","طلب العميلة","2024-07-23 13:46:08","2024-07-22T11:17:14+03:00",""
"Lvs15555","INVENTORY","Yara","طلب العميلة","2024-07-23 13:43:11","2024-07-20T19:12:08+03:00",""
"Lvs15607","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-07-23 13:38:52","2024-07-21T00:49:38+03:00",""
"Lvs15893","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-23 13:29:04","2024-07-23T05:20:01+03:00",""
"Lvs15727","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-23 12:21:53","2024-07-21T22:57:19+03:00",""
"Lvs12426","CUSTOMER_REQUEST","Fatma","ملغي","2024-07-23 12:08:13","2024-07-02T13:56:30+03:00",""
"Lvs15660","INVENTORY","Nermin ","ملغي","2024-07-23 11:58:24","2024-07-21T15:14:24+03:00",""
"Lvs15725","INVENTORY","Yara","طلب العميلة","2024-07-23 11:55:38","2024-07-21T22:40:58+03:00",""
"Lvs14511","INVENTORY","Yara","طلب العميلة","2024-07-23 11:25:05","2024-07-14T13:06:18+03:00",""
"Lvs15873","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-23 11:05:16","2024-07-23T01:17:22+03:00",""
"Lvs15498","OTHER","Agamy","sheet","2024-07-23 11:04:21","2024-07-20T13:14:59+03:00",""
"Lvs15498","OTHER","Agamy","sheet","2024-07-23 11:04:21","2024-07-20T13:14:59+03:00",""
"Lvs15475","OTHER","Agamy","sheet","2024-07-23 11:02:56","2024-07-20T06:17:29+03:00",""
"Lvs15463","OTHER","Agamy","sheet","2024-07-23 11:02:16","2024-07-20T03:33:08+03:00",""
"Lvs15172","INVENTORY","Yara","طلب العميلة","2024-07-23 11:01:20","2024-07-18T00:07:48+03:00",""
"Lvs15181","INVENTORY","Yara","طلب العميلة","2024-07-23 10:57:14","2024-07-18T01:40:07+03:00",""
"Lvs15282","OTHER","Agamy","sheet","2024-07-23 10:57:06","2024-07-18T19:24:25+03:00",""
"Lvs15699","OTHER","Agamy","sheet","2024-07-23 10:46:51","2024-07-21T18:58:50+03:00",""
"Lvs15657","INVENTORY","Nermin ","ملغي","2024-07-23 10:17:42","2024-07-21T14:19:54+03:00",""
"Lvs15653","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-23 10:07:51","2024-07-21T13:12:11+03:00",""
"Lvs15815","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-23 10:06:54","2024-07-22T15:46:03+03:00",""
"Lvs15664","INVENTORY","Nermin ","ملغي برغبة العميلة","2024-07-23 10:02:55","2024-07-21T15:59:55+03:00",""
"Lvs15762","OTHER","Nermin ","ملغي لعدم وجود رد","2024-07-23 09:38:41","2024-07-22T02:16:10+03:00",""
"Lvs15486","INVENTORY","Yara","ملغي / كل ما اتصل بيها مش فاضية ولا يتم الرد واتساب","2024-07-23 09:17:26","2024-07-20T11:33:26+03:00",""
"Lvs15486","INVENTORY","Yara","ملغي / كل ما اتصل بيها مش فاضية ولا يتم الرد واتساب","2024-07-23 09:17:25","2024-07-20T11:33:26+03:00",""
"Lvs15419","INVENTORY","Yara","مش حابه البديل","2024-07-23 09:05:32","2024-07-19T21:16:01+03:00",""
"Lvs15697","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-23 09:00:49","2024-07-21T18:53:35+03:00",""
"Lvs15584","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-23 08:31:10","2024-07-20T21:25:58+03:00",""
"Lvs15260","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 14:30:56","2024-07-18T17:21:38+03:00",""
"Lvs15225","INVENTORY","Yara","طلب العميلة","2024-07-22 14:29:17","2024-07-18T13:09:41+03:00",""
"Lvs15227","INVENTORY","Yara","طلب العميلة","2024-07-22 14:25:38","2024-07-18T13:18:48+03:00",""
"Lvs15212","INVENTORY","Yara","طلب العميلة","2024-07-22 14:22:19","2024-07-18T11:34:49+03:00",""
"Lvs15196","INVENTORY","Yara","طلب العميلة","2024-07-22 14:09:07","2024-07-18T05:38:14+03:00",""
"Lvs15648","INVENTORY","Yara","15648","2024-07-22 13:56:08","2024-07-21T12:37:28+03:00",""
"Lvs15649","INVENTORY","Yara","طلب العميلة","2024-07-22 13:53:30","2024-07-21T12:55:13+03:00",""
"Lvs15661","INVENTORY","Yara","طلب العميلة","2024-07-22 13:39:44","2024-07-21T15:22:53+03:00",""
"Lvs15671","INVENTORY","Yara","طلب العميلة","2024-07-22 13:37:30","2024-07-21T16:26:53+03:00",""
"Lvs15617","INVENTORY","Nermin ","ملغي","2024-07-22 13:36:17","2024-07-21T02:17:59+03:00",""
"Lvs15673","INVENTORY","Yara","طلب العميلة","2024-07-22 13:35:18","2024-07-21T16:40:38+03:00",""
"Lvs15228","INVENTORY","Nermin ","ملغي","2024-07-22 13:34:09","2024-07-18T13:23:21+03:00",""
"Lvs15651","INVENTORY","Yara","15651","2024-07-22 13:32:07","2024-07-21T13:10:24+03:00",""
"Lvs15197","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 13:25:34","2024-07-18T05:56:43+03:00",""
"Lvs15670","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 13:01:22","2024-07-21T16:23:36+03:00",""
"Lvs15743","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 12:47:04","2024-07-22T00:19:33+03:00",""
"Lvs15453","INVENTORY","Yara","طلب العميلة","2024-07-22 12:11:03","2024-07-20T02:12:49+03:00",""
"Lvs15656","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 11:04:23","2024-07-21T14:06:25+03:00",""
"Lvs15619","INVENTORY","Yara","طلب العميلة","2024-07-22 10:59:59","2024-07-21T02:46:44+03:00",""
"Lvs15748","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 10:54:14","2024-07-22T00:51:22+03:00",""
"Lvs15696","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 10:46:49","2024-07-21T18:39:30+03:00",""
"Lvs15689","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 10:45:00","2024-07-21T17:59:12+03:00",""
"Lvs15468","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 10:37:46","2024-07-20T04:28:09+03:00",""
"Lvs15629","BROUGHT_FROM_STORE","Samar","العميله طلبت الغاء الاوردر","2024-07-22 10:34:26","2024-07-21T05:26:09+03:00",""
"Lvs15508","CUSTOMER_REQUEST","Fatma","ملغي","2024-07-22 10:33:52","2024-07-20T14:32:52+03:00",""
"Lvs15641","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 10:28:15","2024-07-21T12:01:16+03:00",""
"Lvs15779","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 09:36:29","2024-07-22T10:05:00+03:00",""
"Lvs15448","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 08:49:37","2024-07-20T01:23:43+03:00",""
"Lvs14929","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 08:17:23","2024-07-16T17:35:11+03:00",""
"Lvs15524","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-22 08:11:18","2024-07-20T15:57:15+03:00",""
"Lvs15209","INVENTORY","Yara","طلب العميلة","2024-07-22 07:58:26","2024-07-18T10:52:58+03:00",""
"Lvs13834","OTHER","Agamy","azab","2024-07-22 07:51:34","2024-07-10T05:16:25+03:00",""
"Lvs14079","OTHER","Agamy","azab","2024-07-22 07:48:52","2024-07-11T16:55:33+03:00",""
"Lvs15230","OTHER","Agamy","fatma","2024-07-22 07:48:05","2024-07-18T13:56:20+03:00",""
"Lvs15231","OTHER","Agamy","fatma","2024-07-22 07:47:42","2024-07-18T14:01:28+03:00",""
"Lvs15491","INVENTORY","Yara","طلب العميلة","2024-07-22 07:35:58","2024-07-20T12:24:05+03:00",""
"Lvs15414","INVENTORY","Yara","طلب العميلة","2024-07-22 07:30:51","2024-07-19T20:28:09+03:00",""
"Lvs15426","INVENTORY","Yara","القطعة غير متاحة","2024-07-22 07:03:10","2024-07-19T22:12:08+03:00",""
"Lvs15444","INVENTORY","Yara","طلب العميلة","2024-07-22 06:59:10","2024-07-20T01:09:02+03:00",""
"Lvs15545","INVENTORY","Yara","طلب العميلة","2024-07-22 06:40:15","2024-07-20T18:15:27+03:00",""
"Lvs15550","INVENTORY","Yara","طلب العميلة","2024-07-21 21:52:11","2024-07-20T18:36:13+03:00",""
"Lvs15599","INVENTORY","Yara","طلب العميلة","2024-07-21 21:20:19","2024-07-20T23:06:37+03:00",""
"Lvs15621","INVENTORY","Yara","طلب العميلة","2024-07-21 21:14:33","2024-07-21T02:53:24+03:00",""
"Lvs14640","OTHER","Agamy","sheet","2024-07-21 15:29:11","2024-07-15T00:27:49+03:00",""
"Lvs15469","OTHER","Agamy","sheet","2024-07-21 15:28:09","2024-07-20T04:31:41+03:00",""
"Lvs4490","OTHER","Agamy","sheet","2024-07-21 14:59:19","2024-05-07T23:28:48+03:00",""
"Lvs15022","CUSTOMER_REQUEST","Fatma","ملغي","2024-07-21 14:29:53","2024-07-17T04:38:03+03:00",""
"Lvs15628","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-21 14:06:27","2024-07-21T05:22:53+03:00",""
"Lvs15296","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-21 14:05:50","2024-07-18T21:10:08+03:00",""
"Lvs15628","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-21 13:38:37","2024-07-21T05:22:53+03:00",""
"Lvs15035","OTHER","Agamy","sheet","2024-07-21 13:21:02","2024-07-17T10:09:25+03:00",""
"Lvs15547","CUSTOMER_REQUEST","Yara","طلب العميلة","2024-07-21 13:01:46","2024-07-20T18:25:58+03:00",""
"Lvs15149","CUSTOMER_REQUEST","Yara","طلب العميلة","2024-07-21 12:46:30","2024-07-17T21:25:06+03:00",""
"Lvs15268","BROUGHT_FROM_STORE","Yara","طلب العميلة","2024-07-21 12:42:45","2024-07-18T18:02:41+03:00",""
"Lvs15526","INVENTORY","Zinab","ملغي","2024-07-21 12:41:17","2024-07-20T16:07:01+03:00",""
"Lvs15449","BROUGHT_FROM_STORE","Nermin ","ملغي","2024-07-21 12:41:13","2024-07-20T01:33:33+03:00",""
"Lvs15391","INVENTORY","Zinab","ملغي","2024-07-21 12:35:46","2024-07-19T16:21:10+03:00",""
"Lvs15396","INVENTORY","Zinab","ملغي","2024-07-21 12:32:27","2024-07-19T17:23:40+03:00",""
"Lvs15404","INVENTORY","Zinab","ملغي","2024-07-21 12:29:32","2024-07-19T18:42:57+03:00",""
"Lvs15421","INVENTORY","Zinab","ملغي","2024-07-21 12:19:16","2024-07-19T21:31:56+03:00",""
"Lvs15424","INVENTORY","Zinab","ملغي","2024-07-21 12:12:36","2024-07-19T21:40:25+03:00",""
"Lvs15221","INVENTORY","Zinab","ملغي","2024-07-21 12:03:09","2024-07-18T12:39:32+03:00",""
"Lvs15219","INVENTORY","Zinab","ملغي","2024-07-21 12:00:09","2024-07-18T12:38:24+03:00",""
"Lvs15213","INVENTORY","Zinab","ملغي","2024-07-21 11:55:12","2024-07-18T11:36:56+03:00",""
"Lvs15207","CUSTOMER_REQUEST","Zinab","ملغي","2024-07-21 11:52:02","2024-07-18T10:33:19+03:00",""
"Lvs15457","INVENTORY","Nermin ","ملغي","2024-07-21 11:39:03","2024-07-20T02:53:35+03:00",""
"Lvs15308","INVENTORY","Nermin ","ملغي","2024-07-21 11:06:59","2024-07-18T22:13:47+03:00",""
"Lvs14721","INVENTORY","Nermin ","ملغي","2024-07-21 10:36:18","2024-07-15T15:21:44+03:00",""
"Lvs14719","INVENTORY","Nermin ","ملغي","2024-07-21 10:32:56","2024-07-15T15:04:08+03:00",""
"Lvs14695","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-21 10:25:03","2024-07-15T12:01:45+03:00",""
"Lvs15264","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-21 10:15:51","2024-07-18T17:28:53+03:00",""
"Lvs14688","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-21 09:48:37","2024-07-15T10:57:36+03:00",""
"Lvs14687","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-21 09:47:09","2024-07-15T10:52:34+03:00",""
"Lvs14625","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-21 09:40:29","2024-07-14T23:08:01+03:00",""
"Lvs15528","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-21 08:57:15","2024-07-20T16:25:41+03:00",""
"Lvs15300","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-21 08:51:27","2024-07-18T21:31:57+03:00",""
"Lvs15297","INVENTORY","Nermin ","ملغي","2024-07-21 08:49:08","2024-07-18T21:10:44+03:00",""
"Lvs14738","INVENTORY","Nermin ","ملغي","2024-07-21 08:31:14","2024-07-15T16:33:35+03:00",""
"Lvs14729","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-21 08:19:07","2024-07-15T16:00:40+03:00",""
"Lvs15111","CUSTOMER_REQUEST","Yara","ملغي","2024-07-21 08:08:36","2024-07-17T16:18:10+03:00",""
"Lvs14710","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-21 08:04:57","2024-07-15T14:16:14+03:00",""
"Lvs14696","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-21 08:03:02","2024-07-15T12:26:15+03:00",""
"Lvs14639","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-21 07:20:19","2024-07-15T00:27:42+03:00",""
"Lvs15370","INVENTORY","Yara","طلب العميلة","2024-07-20 14:29:42","2024-07-19T13:30:49+03:00",""
"Lvs14643","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-20 14:05:19","2024-07-15T00:38:12+03:00",""
"Lvs14990","INVENTORY","Yara","طلب العميلة","2024-07-20 14:02:12","2024-07-17T00:23:47+03:00",""
"Lvs15170","BROUGHT_FROM_STORE","Samar","العميله طلبت الغاء الاوردر","2024-07-20 13:53:48","2024-07-17T23:53:34+03:00",""
"Lvs15094","BROUGHT_FROM_STORE","Samar","العميله طلبت الغاء الاوردر","2024-07-20 13:26:07","2024-07-17T15:11:17+03:00",""
"Lvs15322","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-20 11:57:50","2024-07-18T23:40:30+03:00",""
"Lvs15018","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-20 11:50:37","2024-07-17T04:22:56+03:00",""
"Lvs14509","OTHER","Agamy","sheet","2024-07-20 11:47:37","2024-07-14T12:59:59+03:00",""
"Lvs14697","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-20 11:43:40","2024-07-15T12:47:05+03:00",""
"Lvs13880","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-20 11:35:32","2024-07-10T13:08:17+03:00",""
"Lvs15317","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-20 11:21:36","2024-07-18T23:13:11+03:00",""
"Lvs15318","INVENTORY","Yara","مش حابة البديل","2024-07-20 11:18:08","2024-07-18T23:18:47+03:00",""
"Lvs15320","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-20 11:15:27","2024-07-18T23:31:32+03:00",""
"Lvs15371","CUSTOMER_REQUEST","Yara","طلب العميلة","2024-07-20 11:12:28","2024-07-19T13:35:27+03:00",""
"Lvs15334","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-20 11:08:57","2024-07-19T01:38:50+03:00",""
"Lvs15330","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-20 11:06:31","2024-07-19T00:59:55+03:00",""
"Lvs15280","INVENTORY","Yara","طلب العميلة","2024-07-20 11:06:06","2024-07-18T19:23:38+03:00",""
"Lvs15328","INVENTORY","Yara","مكرر","2024-07-20 11:03:38","2024-07-19T00:38:21+03:00",""
"Lvs15270","INVENTORY","Yara","طلب العميلة","2024-07-20 10:57:39","2024-07-18T18:27:59+03:00",""
"Lvs15251","INVENTORY","Yara","طلب العميلة","2024-07-20 10:30:34","2024-07-18T16:33:23+03:00",""
"Lvs15249","INVENTORY","Yara","طلب العميلة","2024-07-20 10:28:47","2024-07-18T16:20:24+03:00",""
"Lvs15248","INVENTORY","Yara","طلب العميلة","2024-07-20 10:27:29","2024-07-18T15:46:15+03:00",""
"Lvs15288","INVENTORY","Randa","طلب العميلة بالالغاء","2024-07-20 09:24:11","2024-07-18T19:56:29+03:00",""
"Lvs14878","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-20 09:00:07","2024-07-16T13:21:44+03:00",""
"Lvs15244","CUSTOMER_REQUEST","Fatma","ملغي","2024-07-20 08:37:16","2024-07-18T15:18:06+03:00",""
"Lvs15384","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-07-20 07:58:27","2024-07-19T15:53:59+03:00",""
"Lvs14867","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-20 07:38:44","2024-07-16T12:29:46+03:00",""
"Lvs15175","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-20 07:06:30","2024-07-18T01:11:23+03:00",""
"Lvs15064","INVENTORY","Yara","طلب العميلة","2024-07-18 18:24:59","2024-07-17T12:32:13+03:00",""
"Lvs14503","INVENTORY","Yara","طلب العميلة","2024-07-18 18:23:13","2024-07-14T12:42:37+03:00",""
"Lvs15042","OTHER","Agamy","sheet","2024-07-18 18:11:53","2024-07-17T11:23:53+03:00",""
"Lvs15093","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 17:26:04","2024-07-17T15:08:06+03:00",""
"Lvs15049","INVENTORY","Yara","طلب العميلة","2024-07-18 16:49:48","2024-07-17T11:49:54+03:00",""
"Lvs15025","INVENTORY","Yara","طلب العميلة","2024-07-18 16:46:25","2024-07-17T05:31:00+03:00",""
"Lvs15185","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 16:40:23","2024-07-18T02:09:21+03:00",""
"Lvs15057","INVENTORY","Yara","طلب العميلة","2024-07-18 16:33:22","2024-07-17T12:08:25+03:00",""
"Lvs15089","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 16:22:23","2024-07-17T15:03:57+03:00",""
"Lvs15099","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 16:09:29","2024-07-17T15:24:26+03:00",""
"Lvs14999","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 16:05:15","2024-07-17T01:13:42+03:00",""
"Lvs14959","INVENTORY","Yara","طلب العميلة","2024-07-18 15:54:42","2024-07-16T20:55:22+03:00",""
"Lvs15198","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 15:50:47","2024-07-18T06:25:38+03:00",""
"Lvs14973","INVENTORY","Yara","طلب العميلة","2024-07-18 15:35:58","2024-07-16T22:51:33+03:00",""
"Lvs14982","INVENTORY","Yara","طلب العميلة","2024-07-18 15:30:46","2024-07-16T23:34:31+03:00",""
"Lvs14986","INVENTORY","Yara","طلب العميلة","2024-07-18 15:27:22","2024-07-17T00:06:22+03:00",""
"Lvs15100","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 15:19:00","2024-07-17T15:38:06+03:00",""
"Lvs14512","INVENTORY","Yara","طلب العميلة","2024-07-18 15:10:56","2024-07-14T13:08:10+03:00",""
"Lvs15002","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-07-18 13:43:41","2024-07-17T01:41:00+03:00",""
"Lvs14497","INVENTORY","Yara","طلب العميلة","2024-07-18 13:43:05","2024-07-14T11:47:36+03:00",""
"Lvs14495","INVENTORY","Yara","عدم رد العميلة","2024-07-18 13:41:53","2024-07-14T11:13:04+03:00",""
"Lvs15098","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 13:34:42","2024-07-17T15:23:50+03:00",""
"Lvs15087","INVENTORY","Yara","طلب العميلة","2024-07-18 13:30:36","2024-07-17T14:47:46+03:00",""
"Lvs14657","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 13:25:40","2024-07-15T02:16:19+03:00",""
"Lvs15013","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 12:59:36","2024-07-17T03:01:23+03:00",""
"Lvs14894","INVENTORY","Yara","هتروح الفرع","2024-07-18 12:59:07","2024-07-16T14:38:45+03:00",""
"Lvs15010","INVENTORY","Nermin ","ملغي مش عايزة بدايل","2024-07-18 12:57:28","2024-07-17T02:54:52+03:00",""
"Lvs15007","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 12:53:49","2024-07-17T02:15:39+03:00",""
"Lvs14583","INVENTORY","Yara","طلب العميلة","2024-07-18 12:52:50","2024-07-14T20:03:37+03:00",""
"Lvs15068","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 12:51:01","2024-07-17T12:57:24+03:00",""
"Lvs14803","INVENTORY","Yara","طلب العميلة","2024-07-18 12:50:15","2024-07-15T22:51:07+03:00",""
"Lvs14841","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 12:41:07","2024-07-16T06:08:59+03:00",""
"Lvs14755","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-18 12:27:38","2024-07-15T18:11:12+03:00",""
"Lvs14751","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي","2024-07-18 12:15:20","2024-07-15T17:58:58+03:00",""
